Artist,Album,Year,Popularity,Duration,Cover,ID,Language,acousticness,danceability,energy,instrumentalness,loudness,mode,speechiness,tempo,valence,liveness
Eminem,The Marshall Mathers LP,2000,83,72.3,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,6t7956yu5zYf5A829XRiHC,English,0.143,0.739,0.676,0.0,-6.582,0.389,0.318,101.647,0.578,0.319
Eminem,The Slim Shady LP (Expanded Edition),1999,63,92.7,https://i.scdn.co/image/ab67616d0000b273d12909c6ebc83cb4c6bef6f4,10nO3EJJDMm6j6d2uK3Jah,English,0.274,0.728,0.612,0.053,-8.668,0.467,0.397,107.033,0.658,0.31
Eminem,The Slim Shady LP,1999,72,59.8,https://i.scdn.co/image/ab67616d0000b2739bef45ee387f274ea3198c55,0vE6mttRTBXRe9rKghyr1l,English,0.267,0.734,0.615,0.001,-9.663,0.55,0.396,117.111,0.668,0.35
Empire of the Sun,Two Vines (Deluxe),2016,35,54.4,https://i.scdn.co/image/ab67616d0000b27306592a7e4a5224e2590ec35f,2P33ELQaFVcZdLcDh3V7DG,English,0.173,0.582,0.792,0.049,-4.874,0.6,0.053,114.671,0.485,0.124
Empire of the Sun,Two Vines,2016,56,41.1,https://i.scdn.co/image/ab67616d0000b273d5e8665c0cab1fcb17104ea1,60pRr5JvZkU9XhHg2pBkRy,English,0.134,0.548,0.786,0.008,-4.964,0.636,0.049,112.906,0.471,0.119
Empire of the Sun,Ice On The Dune,2013,56,43.0,https://i.scdn.co/image/ab67616d0000b273ecaf9aa2328ee592ba162498,1olQuvonXXUEourYrj6daN,English,0.16,0.54,0.778,0.081,-5.86,0.333,0.089,117.579,0.473,0.227
Empire of the Sun,Walking On A Dream,2009,52,43.8,https://i.scdn.co/image/ab67616d0000b2731764a4e742fe4c69e4d16316,04gYcIojJt78nYnN5oOrKt,English,0.221,0.669,0.719,0.159,-5.976,0.5,0.04,121.476,0.455,0.227
Empire of the Sun,Walking On A Dream (Special Edition),2009,55,103.0,https://i.scdn.co/image/ab67616d0000b273fffbc6bb8f405c2dacf8d64b,1GoqBRUPZzBKvMKZxSQ1mp,English,0.22,0.68,0.671,0.266,-7.726,0.636,0.048,123.206,0.447,0.205
Empire of the Sun,Walking On A Dream (10th Anniversary Edition),2008,74,64.0,https://i.scdn.co/image/ab67616d0000b273f3aa0e6ca22a382007f61e4d,5B6XfyHHYawyLkEvNvhSPh,English,0.306,0.664,0.631,0.164,-7.743,0.625,0.049,120.358,0.433,0.22
Erykah Badu,But You Caint Use My Phone (Mixtape),2015,58,36.2,https://i.scdn.co/image/ab67616d0000b273565896bfadad3e79bafed225,2gc9WOWqVRrGUENUjozcpY,English,0.455,0.668,0.471,0.092,-7.933,0.455,0.099,113.808,0.481,0.199
Erykah Badu,New Amerykah Part Two: Return Of The Ankh,2010,57,50.7,https://i.scdn.co/image/ab67616d0000b2732c1b088d399087bd3a1de30b,1MOub955Uer957RVqqkF2a,English,0.353,0.617,0.49,0.042,-8.822,0.455,0.094,103.31,0.558,0.274
Erykah Badu,New Amerykah Part One (4th World War),2007,47,58.5,https://i.scdn.co/image/ab67616d0000b27313066c8c5df466c8a3e57ca4,2cimRuhfNJk2k8dmnwnh2d,English,0.182,0.548,0.621,0.144,-8.496,0.636,0.191,113.816,0.417,0.28
Erykah Badu,Worldwide Underground,2003,47,50.5,https://i.scdn.co/image/ab67616d0000b273d6fe6a77e190c664573d4b41,1xeCT1UZTYtQoOPHemjqyY,English,0.249,0.701,0.476,0.051,-11.113,0.6,0.207,101.703,0.47,0.234
Erykah Badu,Mama's Gun,2000,66,71.9,https://i.scdn.co/image/ab67616d0000b2730d934cb462fae5a26f829efb,3cADvHRdKniF9ELCn1zbGH,English,0.317,0.664,0.393,0.067,-11.17,0.357,0.111,114.97,0.577,0.157
Erykah Badu,Baduizm - Special Edition,1997,43,89.1,https://i.scdn.co/image/ab67616d0000b27335571613ccba52c97ed5513f,0ANbEIqol6OKQl36DYBAom,English,0.232,0.749,0.383,0.154,-11.42,0.4,0.107,99.836,0.451,0.196
Erykah Badu,Baduizm,1997,67,58.4,https://i.scdn.co/image/ab67616d0000b2739968770f3f0e45aa99b2ac29,3qr4pTBWEU1SVf01j6RAx3,English,0.201,0.737,0.377,0.156,-11.357,0.429,0.122,93.969,0.412,0.171
Eslabon Armado,DESVELADO,2023,83,57.9,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f,5aDEezKnOqyQo0qvTFhpkM,Spanish,0.18,0.682,0.65,0.0,-6.114,0.562,0.04,122.876,0.543,0.143
Eslabon Armado,NOSTALGIA,2022,75,45.0,https://i.scdn.co/image/ab67616d0000b2735ba60b8e0ba5ed0d8b275ca2,72rN7YPXX4BxMQ3nNmipAd,Spanish,0.36,0.61,0.672,0.0,-5.348,0.643,0.038,114.97,0.484,0.177
Eslabon Armado,"Tu Veneno Mortal, Vol. 2",2021,71,37.0,https://i.scdn.co/image/ab67616d0000b27391dda847382a409010e3c17a,3SF8e5ewF7PaqWw6rPnfEg,Spanish,0.502,0.646,0.471,0.0,-11.009,0.75,0.107,103.227,0.753,0.145
Eslabon Armado,Corta Venas,2020,75,97.9,https://i.scdn.co/image/ab67616d0000b273657fa1079d4f17b7e06dd86e,7C8Wi2KmO6MqPYZqNuhZ1W,Spanish,0.233,0.565,0.636,0.029,-6.846,0.375,0.034,127.279,0.372,0.128
Eslabon Armado,Vibras de Noche,2020,66,56.9,https://i.scdn.co/image/ab67616d0000b273ae8c49bd8fc80ac5f7241dd5,5vRoBEolA8ng3JUw3HQjMG,Spanish,0.537,0.496,0.584,0.0,-8.333,0.643,0.035,116.642,0.598,0.108
Eslabon Armado,Tu Veneno Mortal,2020,70,37.8,https://i.scdn.co/image/ab67616d0000b2733e59459508943946907ad74f,6fLur4KDfJ782l1m05kLWx,Spanish,0.339,0.628,0.631,0.0,-8.029,0.1,0.042,101.221,0.833,0.094
Evanescence,The Bitter Truth,2021,54,47.4,https://i.scdn.co/image/ab67616d0000b2733e00955f99473498321ffed5,4MYCjsaDaemi8Lmkj5PzkL,English,0.132,0.472,0.764,0.143,-6.476,0.5,0.059,131.374,0.279,0.158
Evanescence,Synthesis,2017,45,62.5,https://i.scdn.co/image/ab67616d0000b273da80a3f19d59adceff0b96fe,2Qg3CxIQ1Urnv700y5jP3j,English,0.706,0.327,0.497,0.159,-7.93,0.25,0.042,105.763,0.168,0.17
Evanescence,Lost Whispers,2016,52,42.3,https://i.scdn.co/image/ab67616d0000b27317c58b17b0d1526c8d25a0aa,55VNOaV0zcQqGSrjOBHKVG,English,0.375,0.38,0.605,0.048,-6.507,0.333,0.049,129.261,0.236,0.157
Evanescence,Evanescence (Deluxe Version),2011,51,61.8,https://i.scdn.co/image/ab67616d0000b273d116026b6b4711886f9c80e6,0CHgu3JbE3Y0XQSejmQqLU,English,0.07,0.399,0.84,0.009,-4.272,0.75,0.073,126.128,0.287,0.17
Evanescence,Evanescence,2011,60,47.3,https://i.scdn.co/image/ab67616d0000b273a694061dd2dead2b4b043a8d,3U85Q4GtR0I3VwgDOKHttO,English,0.034,0.409,0.857,0.01,-4.142,0.833,0.08,121.176,0.286,0.184
Evanescence,The Open Door,2006,67,54.3,https://i.scdn.co/image/ab67616d0000b2737b8aabae10ab5bbe7c7f11c5,3lFQ9ihSNR5YD0yi0yTzdC,English,0.161,0.421,0.737,0.001,-5.748,0.385,0.073,122.941,0.245,0.187
Evanescence,Fallen,2003,80,48.8,https://i.scdn.co/image/ab67616d0000b27325f49ab23f0ec6332efef432,02w1xMzzdF2OJxTeh1basm,English,0.216,0.353,0.695,0.002,-6.224,0.167,0.049,131.633,0.258,0.198
Fall Out Boy,So Much (For) Stardust,2023,69,47.9,https://i.scdn.co/image/ab67616d0000b273fd0ad203a3d2a2343d889a95,5rHd8n9uWIpq9w0PP5ZcI3,English,0.145,0.499,0.773,0.004,-5.782,0.357,0.066,141.104,0.47,0.226
Fall Out Boy,Believers Never Die (Volume Two),2019,55,45.0,https://i.scdn.co/image/ab67616d0000b2733be928a586b2dc1ba2190148,2MlgtDuxXXz8c8Toc9kKTd,English,0.03,0.542,0.903,0.004,-3.663,0.538,0.09,136.693,0.601,0.28
Fall Out Boy,MANIA,2018,62,35.8,https://i.scdn.co/image/ab67616d0000b27350bd47cf6d44bddcd546a951,16xtTZvPH6PXcwSqYqJHHG,English,0.018,0.487,0.818,0.0,-4.632,0.5,0.07,142.265,0.504,0.193
Fall Out Boy,Make America Psycho Again,2015,50,41.2,https://i.scdn.co/image/ab67616d0000b273e82798cec1ab46dbc1c1e21c,4vfQ7uk37WT80Ed8JeIdNO,English,0.019,0.637,0.823,0.054,-5.593,0.455,0.079,132.52,0.473,0.333
Fall Out Boy,American Beauty/American Psycho,2015,77,39.1,https://i.scdn.co/image/ab67616d0000b2733cf1c1dbcfa3f1ab7282719b,022DrG7Wp2PSCwzuD0bSzT,English,0.032,0.536,0.913,0.039,-3.253,0.545,0.101,131.395,0.487,0.367
Fall Out Boy,Save Rock And Roll,2013,65,41.7,https://i.scdn.co/image/ab67616d0000b27360c84f44c080824ce336e1a1,0EVJX4RlYKuApsAN5CaDa3,English,0.019,0.553,0.892,0.001,-3.911,0.364,0.077,128.714,0.538,0.25
Fall Out Boy,Folie à Deux,2008,62,50.6,https://i.scdn.co/image/ab67616d0000b2739dea43e1ba135094aae5a600,6KOWjVP0mh5rOqmzm4tkPD,English,0.013,0.52,0.865,0.0,-4.183,0.462,0.054,137.398,0.569,0.357
Fall Out Boy,Infinity On High,2007,75,64.9,https://i.scdn.co/image/ab67616d0000b273da071ae7564949fbbfc6904d,0hHopYqXhuvYSHtVyrcb1g,English,0.05,0.473,0.898,0.0,-3.945,0.789,0.07,144.959,0.516,0.279
Fall Out Boy,From Under The Cork Tree,2005,76,43.0,https://i.scdn.co/image/ab67616d0000b27371565eda831124be86c603d5,5nkUSlIhtoJZMOUlB0sNCp,English,0.003,0.5,0.926,0.0,-3.686,0.769,0.075,148.054,0.575,0.308
Fall Out Boy,Take This to Your Grave,2003,63,39.4,https://i.scdn.co/image/ab67616d0000b273b3e13979bf4f6515020fbaea,7l4nnHG7upOnUM4WvAjToY,English,0.001,0.55,0.943,0.0,-4.013,0.75,0.093,118.249,0.549,0.33
Fall Out Boy,Evening Out With Your Girlfriend,2003,40,29.7,https://i.scdn.co/image/ab67616d0000b273ded2e1d39ba8ddb6d0f6b536,0zk9ITIOCEXthivlHuhBsd,English,0.004,0.372,0.971,0.0,-4.528,1.0,0.231,132.553,0.34,0.293
Famous Dex,Diana,2020,34,45.4,https://i.scdn.co/image/ab67616d0000b2732b433527f27ff3411821fd9d,2fDT0vz58dm7dixbTzPaz7,English,0.109,0.71,0.585,0.0,-7.088,0.529,0.289,122.563,0.42,0.13
Famous Dex,Dex Meets Dexter,2018,63,39.4,https://i.scdn.co/image/ab67616d0000b27324ef7429ba82789623ae8b14,5wCuMMmsjXNZ9yU91sEjf7,English,0.118,0.738,0.579,0.0,-8.819,0.5,0.267,144.927,0.442,0.177
Famous Dex,Dexter the Robot,2016,36,36.8,https://i.scdn.co/image/ab67616d0000b273bf58a3752b374a9bfe1fc695,4JXiAbWJB50MGIdmqXx06x,English,0.126,0.732,0.544,0.001,-8.627,0.5,0.229,139.511,0.368,0.161
Famous Dex,Dexter's Laboratory,2016,39,28.5,https://i.scdn.co/image/ab67616d0000b27368b195f6b4ccdf68f0726e75,1IvZ0PXCBgCfZ5kCYejlOR,English,0.301,0.652,0.664,0.0,-8.04,0.5,0.176,129.601,0.497,0.182
Farruko,La 167,2021,67,98.7,https://i.scdn.co/image/ab67616d0000b273f1bd89fe6542ac73b8555f73,0T6QxdJZwYrXPHd829SnqK,Spanish,0.287,0.679,0.703,0.003,-4.938,0.56,0.125,128.862,0.469,0.165
Farruko,En Letra de Otro,2019,44,29.5,https://i.scdn.co/image/ab67616d0000b273367f50185aac0624644df395,4lsdX5CimNaabkZUxX6rx8,Spanish,0.345,0.687,0.723,0.0,-5.274,0.4,0.101,104.9,0.606,0.2
Farruko,Gangalee,2019,61,81.6,https://i.scdn.co/image/ab67616d0000b273a4eeb8b5182833605c0dd1af,1PgFsarDcIwCvLX32DpcxB,Spanish,0.196,0.731,0.77,0.0,-4.393,0.364,0.115,128.439,0.702,0.14
Farruko,TrapXficante,2017,59,82.6,https://i.scdn.co/image/ab67616d0000b273f5f4d2ea789691a700a66b97,0v94MG5nbp4w6xdeFkfQrA,Spanish,0.161,0.709,0.667,0.0,-5.577,0.455,0.093,129.966,0.374,0.19
Farruko,Farruko Presents Los Menores,2016,65,58.4,https://i.scdn.co/image/ab67616d0000b273a14a7f8df7ee9df4188633e4,4ic94lYuJ37YBXfgsMDUWf,Spanish,0.251,0.711,0.783,0.0,-5.015,0.2,0.095,115.13,0.665,0.234
Farruko,Visionary,2015,65,53.3,https://i.scdn.co/image/ab67616d0000b273118504cbeaf4187aaa601395,1zFp5Q3Dgo8wmKsmfZ23QX,Spanish,0.192,0.705,0.809,0.0,-3.985,0.571,0.109,134.44,0.656,0.278
Farruko,Imperio Nazza (Farruko Edition),2013,52,39.5,https://i.scdn.co/image/ab67616d0000b273159896093bca8a5326926dee,4Z0l4cuznDAsB2DytEF6uy,Spanish,0.074,0.631,0.829,0.0,-5.517,0.364,0.103,136.914,0.671,0.319
Farruko,TMPR The Most Powerful Rookie,2012,51,43.6,https://i.scdn.co/image/ab67616d0000b27343b8f002754c86450c9ce4c7,7we6nVThWlLqmzPEaBijzP,Spanish,0.191,0.721,0.807,0.0,-5.317,0.417,0.051,126.092,0.791,0.21
Farruko,El Talento del Bloque,2010,63,52.7,https://i.scdn.co/image/ab67616d0000b2736a5f4a693643417f48699dd5,2FGhhlr2SX31pVXnrd13kq,Spanish,0.205,0.676,0.711,0.0,-6.092,0.429,0.079,102.328,0.708,0.321
Fatboy Slim,All Back To (DJ Mix),2020,38,69.7,https://i.scdn.co/image/ab67616d0000b273175d6dced726a2333ca2cb55,30SrXwi4FXlEqF0CHelgvr,English,0.329,0.682,0.57,0.139,-11.61,0.6,0.084,117.381,0.669,0.169
Fatboy Slim,Palookaville,2004,32,53.4,https://i.scdn.co/image/ab67616d0000b273436440790976c3a2874ed5f6,1G5QBXQRYQwfgUhYr6nQ3w,English,0.085,0.63,0.719,0.15,-7.102,0.833,0.096,123.072,0.576,0.264
Fatboy Slim,Halfway Between The Gutter And The Stars,2000,34,68.3,https://i.scdn.co/image/ab67616d0000b27399225a6f8183e46b8162c967,3Y4bIqSYLUyyLO0ZxIGpst,English,0.293,0.576,0.852,0.237,-8.75,0.917,0.102,120.477,0.451,0.318
Fatboy Slim,You've Come A Long Way Baby,1998,47,62.1,https://i.scdn.co/image/ab67616d0000b273b8d6b39d1a3697df5558db0e,5oF9RaCKaF7e5siW9zdl6L,English,0.093,0.685,0.909,0.247,-8.49,0.727,0.116,127.132,0.49,0.325
Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,2022,85,38.7,https://i.scdn.co/image/ab67616d0000b27373456ed697350847810e52b3,7pijRxgRaBirPz6wDaJIp9,Spanish,0.182,0.728,0.614,0.013,-5.45,0.667,0.113,137.648,0.563,0.185
Feid,INTER SHIBUYA (FERXXO EDITION),2021,74,63.5,https://i.scdn.co/image/ab67616d0000b27382877ed8854250100fb4a3f1,0kI46dzlikgAVpJ6LdkbJE,Spanish,0.181,0.707,0.641,0.0,-5.258,0.333,0.162,138.021,0.551,0.122
Feid,INTER SHIBUYA - LA MAFIA,2021,73,36.9,https://i.scdn.co/image/ab67616d0000b2733d7b95838b533131d1db6292,4hUQ4FB9GD5oDmw3XHIr0G,Spanish,0.232,0.675,0.623,0.0,-5.656,0.267,0.168,138.671,0.535,0.115
Feid,BAHÍA DUCATI,2020,68,34.4,https://i.scdn.co/image/ab67616d0000b27318ee027c16a592fe89ab28ca,444LqH6QlvR62nY8Vxn37u,Spanish,0.125,0.734,0.561,0.0,-6.385,0.5,0.132,140.921,0.622,0.133
Feid,FERXXO (VOL 1: M.O.R),2020,75,45.6,https://i.scdn.co/image/ab67616d0000b2738e8753ff69b7efb6f8e146cd,3js3vnaiDDghVu9ADH93Q5,Spanish,0.259,0.768,0.558,0.0,-6.904,0.688,0.203,129.578,0.557,0.118
Feid,19,2019,61,28.2,https://i.scdn.co/image/ab67616d0000b2732e7f404c4261c0ab9f62fc01,56dHJTQQ8lMGgBegxfYVDM,Spanish,0.443,0.689,0.551,0.001,-7.638,0.5,0.217,147.22,0.581,0.173
Feid,Así Como Suena,2017,40,54.4,https://i.scdn.co/image/ab67616d0000b273cceed6f150cd75cbb5ace396,6fgCoE70eE6bPQLrkcLVS9,Spanish,0.253,0.797,0.703,0.0,-6.526,0.235,0.158,106.345,0.659,0.198
Fergie,Double Dutchess,2017,59,57.0,https://i.scdn.co/image/ab67616d0000b273a34c13f919154e4f73ccd48c,7Ff7he6c7fzyMhAakcoD2e,English,0.105,0.662,0.578,0.001,-6.252,0.615,0.103,112.238,0.381,0.206
Fergie,The Dutchess Deluxe,2007,46,70.9,https://i.scdn.co/image/ab67616d0000b273dff485f83e3fc1cccdd55eff,4yMcA2sZNdE4JHHXP9rVLn,English,0.205,0.666,0.658,0.001,-5.993,0.647,0.183,127.695,0.585,0.248
Fergie,The Dutchess,2006,71,58.1,https://i.scdn.co/image/ab67616d0000b2730283b8c1365d34315f5807bf,3t8HFQNlwLBW7htwLvFfzA,English,0.227,0.663,0.621,0.001,-5.898,0.615,0.183,127.546,0.564,0.267
Fickle Friends,Are We Gonna Be Alright?,2022,38,39.2,https://i.scdn.co/image/ab67616d0000b2737d73c413f67104ded6b9ca93,7yiV2Rrb9NK4WeyEioKjP5,English,0.136,0.633,0.737,0.0,-6.576,0.833,0.057,110.747,0.668,0.25
Fickle Friends,You Are Someone Else,2018,44,51.0,https://i.scdn.co/image/ab67616d0000b273063112d3a1cbd85dbc84f87c,7LdUzhm4SloDil5y0sRen0,English,0.129,0.624,0.764,0.0,-5.25,0.938,0.046,110.037,0.57,0.158
Fifth Harmony,Fifth Harmony,2017,56,36.4,https://i.scdn.co/image/ab67616d0000b2737698096fb3a8beeeca3c6087,506tSgFO28YCEALMLihVPB,English,0.198,0.665,0.633,0.0,-5.292,0.727,0.085,121.802,0.445,0.171
Fifth Harmony,7/27 (Deluxe),2016,73,41.1,https://i.scdn.co/image/ab67616d0000b273d03fa6f4e758282b7920b5c8,0pF0oyuPNdOObniB1Ng0kW,English,0.157,0.671,0.736,0.0,-5.299,0.667,0.107,117.798,0.514,0.137
Fifth Harmony,Reflection (Deluxe),2015,68,48.8,https://i.scdn.co/image/ab67616d0000b2735bdd9e580fdda5e676a25e6a,0zAsh6hObeNmFgFPrUiFcP,English,0.171,0.693,0.72,0.0,-4.781,0.786,0.114,114.81,0.606,0.168
FINNEAS,Optimist (Deluxe),2022,45,57.1,https://i.scdn.co/image/ab67616d0000b273551118243168534fb8b1151b,03PDLn3kEki1c4fMa5h3Cq,English,0.724,0.621,0.301,0.056,-10.747,0.824,0.078,108.531,0.33,0.129
FINNEAS,Optimist,2021,61,43.1,https://i.scdn.co/image/ab67616d0000b2733bfed0974a996bfd87ea1c9a,3KChz6qdEH9AfHE6VCBshZ,English,0.667,0.654,0.315,0.072,-10.99,0.769,0.071,111.856,0.315,0.129
FINNEAS,Blood Harmony (Deluxe),2020,63,31.2,https://i.scdn.co/image/ab67616d0000b273e64e1b406b2f65efc0d9fcad,1oX0tpdqOXCq3FqoPoQEnh,English,0.779,0.583,0.275,0.0,-11.122,0.556,0.131,131.666,0.363,0.124
Fiona Apple,Fetch The Bolt Cutters,2020,59,51.9,https://i.scdn.co/image/ab67616d0000b273841292c1316c4bf85447bcd9,0fO1KemWL2uCCQmM22iKlj,English,0.471,0.532,0.571,0.003,-8.736,0.615,0.199,125.947,0.517,0.171
Fiona Apple,The Idler Wheel Is Wiser Than the Driver of the Screw and Whipping Cords Will Serve You More Than Ropes Will Ever Do (Expanded Edition),2012,54,45.2,https://i.scdn.co/image/ab67616d0000b2731443bd487a471868735f050b,6B5favhKTShFTjRLsKIUfa,English,0.767,0.593,0.337,0.079,-13.686,0.727,0.053,117.071,0.395,0.109
Fiona Apple,Extraordinary Machine,2005,53,50.4,https://i.scdn.co/image/ab67616d0000b27385acb5e0d6230859ff978b79,1z0O8lKuQRs974S8wcRiAs,English,0.364,0.562,0.476,0.008,-8.777,0.75,0.035,128.554,0.404,0.127
Fiona Apple,When The Pawn...,1999,64,42.4,https://i.scdn.co/image/ab67616d0000b27370622da427271b0203d7ce79,3o5EnVZNJXtfPV8tCoagjI,English,0.353,0.578,0.52,0.013,-10.075,0.5,0.034,127.396,0.462,0.241
Fiona Apple,Tidal,1996,62,51.6,https://i.scdn.co/image/ab67616d0000b273b254ca0983d65ede8e3d2f7a,5gVBXH8MT6zfdRkjp7qT18,English,0.479,0.445,0.439,0.022,-10.947,0.4,0.035,118.457,0.316,0.138
Fitz and The Tantrums,Let Yourself Free (Deluxe),2023,41,48.4,https://i.scdn.co/image/ab67616d0000b27365e067a0782d0a53d0bb0f11,21K2slr12GyxgWx0A9lQeY,English,0.114,0.713,0.767,0.0,-3.942,0.833,0.081,138.808,0.744,0.246
Fitz and The Tantrums,Let Yourself Free,2022,46,32.2,https://i.scdn.co/image/ab67616d0000b2733d69fd1717fef538bb62655a,3EEUq4UWicsmDfWWkmImGE,English,0.142,0.708,0.75,0.0,-4.178,0.833,0.076,139.704,0.741,0.239
Fitz and The Tantrums,All the Feels,2019,57,52.4,https://i.scdn.co/image/ab67616d0000b27367b2661e3cbd843a40c855eb,73hQB56aBFJTHE9vshSCLg,English,0.107,0.721,0.742,0.0,-5.002,0.706,0.057,123.591,0.67,0.124
Fitz and The Tantrums,Fitz and The Tantrums (Deluxe Edition),2017,60,45.9,https://i.scdn.co/image/ab67616d0000b2734d991176cbf36bd168e00a0a,4eoIRaV8z8v2LaXQSWy2LC,English,0.069,0.708,0.86,0.008,-3.682,0.714,0.046,120.566,0.69,0.272
Fitz and The Tantrums,More Than Just a Dream (Deluxe Edition),2013,66,51.0,https://i.scdn.co/image/ab67616d0000b2735e145eb24e282b9554501a27,3IWUFJCM3CvCCQIHQ4vtRK,English,0.048,0.661,0.864,0.001,-4.201,0.571,0.058,131.237,0.68,0.176
Fitz and The Tantrums,More Than Just a Dream,2013,66,43.2,https://i.scdn.co/image/ab67616d0000b2734068e6db0ec52b1f677119c3,6yhvsasMsZ1ZMuTk8qIHx0,English,0.029,0.66,0.886,0.001,-3.919,0.667,0.054,122.779,0.677,0.179
Fitz and The Tantrums,Pickin' up the Pieces,2010,47,36.3,https://i.scdn.co/image/ab67616d0000b27330d3f9716967aba89f44afee,6v1XsTQiTP6IziGoGpTLu1,English,0.155,0.663,0.838,0.016,-4.868,0.6,0.036,117.405,0.812,0.214
Fleetwood Mac,Say You Will,2003,55,76.0,https://i.scdn.co/image/ab67616d0000b273018780ada265fb01b9cc89e5,6dMdadS6Ng71pD9As93ufx,English,0.248,0.516,0.798,0.007,-5.28,0.667,0.051,127.211,0.613,0.166
Fleetwood Mac,Shrine '69,2000,30,43.3,https://i.scdn.co/image/ab67616d0000b2735251341c3b39986864060fbd,6YEnWIpSS19x0lKzJPi9Ej,English,0.764,0.432,0.244,0.067,-16.017,0.7,0.051,135.588,0.434,0.405
Fleetwood Mac,Time,1995,33,60.9,https://i.scdn.co/image/ab67616d0000b273b48386aa4c58f02bc8cd9333,2efkPPuJQ7JrTloWk4lhiV,English,0.454,0.558,0.634,0.061,-9.076,0.769,0.031,119.902,0.516,0.111
Fleetwood Mac,Behind the Mask,1990,37,54.4,https://i.scdn.co/image/ab67616d0000b273ed27bc6cfc884eeee79e54c1,3aXrkfZW8FzUDOU0RwQ401,English,0.335,0.534,0.594,0.025,-11.853,0.692,0.031,126.562,0.596,0.193
Fleetwood Mac,Tango in the Night (2017 Remaster),1987,52,44.5,https://i.scdn.co/image/ab67616d0000b273e8556a4e368fe3871df5de59,7CWZNdANL2ZYQs3JfdxoM5,English,0.229,0.648,0.569,0.054,-11.006,0.583,0.035,120.084,0.632,0.125
Fleetwood Mac,Tango In the Night (Deluxe Edition),1987,76,178.6,https://i.scdn.co/image/ab67616d0000b273aaba065944cd82a6f15c86b6,4AsXQ17Arq1cUVoa9dKJ3F,English,0.176,0.668,0.654,0.287,-10.579,0.718,0.039,123.939,0.728,0.145
Fleetwood Mac,Mirage (Deluxe Edition),1982,56,195.7,https://i.scdn.co/image/ab67616d0000b27306a0a0ab1f8d31eafa7704e4,1dZNgJ3Gh3wp6ohzk29JUG,English,0.253,0.543,0.634,0.095,-9.621,0.756,0.04,125.96,0.6,0.374
Fleetwood Mac,Tusk (Deluxe Edition),1979,61,185.6,https://i.scdn.co/image/ab67616d0000b273ac3b1b1e8bb8a4986b485fb5,1d075yQcykHjerQ2BN0ABn,English,0.377,0.668,0.509,0.226,-12.112,0.72,0.036,120.047,0.688,0.124
Fleetwood Mac,Tusk (2015 Remaster),1979,56,74.3,https://i.scdn.co/image/ab67616d0000b2737a2a55eaab314c41d8f6e512,5FIN8pyPVx8ggNs5jQ86Re,English,0.361,0.671,0.498,0.157,-12.241,0.6,0.037,120.368,0.673,0.112
Fleetwood Mac,Rumours (Super Deluxe),1977,83,205.5,https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b,0BwWUstDMUbgq2NYONRqlu,English,0.438,0.574,0.504,0.136,-11.26,0.8,0.045,129.887,0.548,0.326
Fleetwood Mac,Rumours,1977,79,40.0,https://i.scdn.co/image/ab67616d0000b27357df7ce0eac715cf70e519a7,1bt6q2SruMsBtcerNVtpZB,English,0.285,0.647,0.591,0.048,-9.052,0.818,0.044,130.804,0.71,0.119
Fleetwood Mac,Fleetwood Mac (Deluxe Edition),1975,51,207.1,https://i.scdn.co/image/ab67616d0000b27346c433f89c341ad1f3b9fcae,0OQxaj2MqTb9nEtoTPfN4P,English,0.249,0.522,0.568,0.127,-11.622,0.63,0.038,125.8,0.597,0.311
Fleetwood Mac,Fleetwood Mac (2017 Remaster),1975,51,56.7,https://i.scdn.co/image/ab67616d0000b273152f87dab60dcbd929169daa,6jTUmLtY779ZNYsyugOq2q,English,0.268,0.613,0.608,0.092,-10.211,0.733,0.031,124.018,0.714,0.131
Fleetwood Mac,Heroes Are Hard to Find,1974,38,39.6,https://i.scdn.co/image/ab67616d0000b273eabf72d25aa56935806e7ce9,2ISNpwmh12Nf2420YUQcNE,English,0.636,0.488,0.518,0.318,-16.042,0.727,0.037,109.546,0.609,0.206
flipturn,Shadowglow (Deluxe),2023,47,87.9,https://i.scdn.co/image/ab67616d0000b273f5d784240144e78eada64822,0aVEaOcyvb4XDHTgkwK3Sp,English,0.231,0.483,0.615,0.315,-8.634,0.87,0.038,139.618,0.278,0.242
flipturn,Shadowglow,2022,57,51.7,https://i.scdn.co/image/ab67616d0000b27375bd963206d2c22841553e38,1gu4P2JcclHD1BvDXx2pqq,English,0.103,0.467,0.621,0.134,-7.33,0.929,0.037,139.904,0.238,0.193
Flo Milli,"You Still Here, Ho ? (Extended)",2023,43,50.3,https://i.scdn.co/image/ab67616d0000b2733a43aacc7dd9a44c3b5b1327,67AK26TDyMFb7CA7bKJh0w,English,0.154,0.896,0.659,0.008,-6.587,0.632,0.216,126.482,0.468,0.143
Flo Milli,"You Still Here, Ho ?",2022,59,41.1,https://i.scdn.co/image/ab67616d0000b27366a4bafe18cb6bdf4ecf3400,42C76ZnwdWqEu6zs6NFW1A,English,0.169,0.893,0.639,0.01,-6.988,0.562,0.237,128.009,0.501,0.115
