Artist,Album,Year,Popularity,Duration,Cover,ID,Language,acousticness,danceability,energy,instrumentalness,loudness,mode,speechiness,tempo,valence,liveness
Aerosmith,Music From Another Dimension!,2012,31,68.1,https://i.scdn.co/image/ab67616d0000b27331fa641794d84914d8b44bad,5r8fL75eM7ZZ8atojWpTpq,English,0.083,0.425,0.815,0.004,-4.579,0.6,0.058,130.93,0.378,0.21
Aerosmith,Honkin' On Bobo,2004,39,44.0,https://i.scdn.co/image/ab67616d0000b273457931c54088089668178ebc,0cofhAxozb6jvoPDYlibbd,English,0.116,0.393,0.858,0.004,-4.49,0.5,0.075,141.885,0.536,0.252
Aerosmith,Just Push Play,2001,60,50.8,https://i.scdn.co/image/ab67616d0000b27336051875634a4833119cb4b8,4kfZkERMglR9oQHU3ioAHC,English,0.031,0.425,0.854,0.0,-4.677,1.0,0.064,114.096,0.387,0.21
Aerosmith,Nine Lives,1997,62,63.0,https://i.scdn.co/image/ab67616d0000b27355b6004bb4bf60eab74221c8,1WEfOTItaPIa0dVxxLJqlI,English,0.011,0.405,0.863,0.0,-4.856,0.692,0.06,137.751,0.372,0.223
Aerosmith,Get A Grip,1993,71,62.1,https://i.scdn.co/image/ab67616d0000b27391b246743456e285a20a46ed,180jTzor4W2MQ9HW5h5Fh4,English,0.074,0.514,0.834,0.097,-6.036,0.857,0.078,116.831,0.431,0.317
Aerosmith,Pandora's Box,1991,52,212.3,https://i.scdn.co/image/ab67616d0000b2731ed30a443ac71bc912fb5a4e,2nnVKqFPutI1hZpBPf20X6,English,0.091,0.44,0.704,0.12,-10.972,0.78,0.045,131.739,0.607,0.35
Aerosmith,Pump,1989,33,47.7,https://i.scdn.co/image/ab67616d0000b273ef94f857b552763ea70df6a7,1cVnullowgTG4CA9J8Wko6,English,0.067,0.46,0.844,0.008,-8.595,1.0,0.053,120.283,0.406,0.242
Aerosmith,Gems,1988,36,53.9,https://i.scdn.co/image/ab67616d0000b273197ed6ed9a501d56f0cc4b78,3nuZR1AM7YjuL3xCJix2PZ,English,0.035,0.41,0.905,0.041,-6.244,0.833,0.049,131.274,0.578,0.38
Aerosmith,Permanent Vacation,1987,66,51.9,https://i.scdn.co/image/ab67616d0000b273a8a965df6a845b265ee19106,3XYqOJI1YlX40kJTdzFEzp,English,0.199,0.452,0.923,0.053,-3.806,0.833,0.076,134.795,0.495,0.22
Aerosmith,Done With Mirrors,1985,36,35.5,https://i.scdn.co/image/ab67616d0000b273000f937dd0db89b6e35c2758,4V95fty2dd1ig3a1JzmjYf,English,0.041,0.41,0.798,0.0,-10.218,0.889,0.061,123.257,0.517,0.18
Aerosmith,Rock In A Hard Place,1982,36,40.3,https://i.scdn.co/image/ab67616d0000b273ef9404339704588cb6792d97,15e4kGDE06PRB9RMunBZe9,English,0.145,0.417,0.758,0.036,-8.594,0.7,0.04,123.416,0.467,0.224
Aerosmith,Night In The Ruts,1979,36,35.7,https://i.scdn.co/image/ab67616d0000b2733bd247df2f32af67828e5369,2ksXsCYl9lqPQKEESlbPPK,English,0.087,0.395,0.744,0.114,-6.308,0.667,0.039,133.294,0.5,0.29
Aerosmith,Draw The Line,1977,43,35.4,https://i.scdn.co/image/ab67616d0000b2736a025154c73c41e501813d59,3Qb7LY8ePk29MqQmnFhzUd,English,0.043,0.407,0.887,0.097,-5.743,0.778,0.054,141.382,0.607,0.256
Aerosmith,Rocks,1976,54,34.6,https://i.scdn.co/image/ab67616d0000b273763da84add664535b418ffb7,4ldiyfqRvKiIasHHuDftuP,English,0.049,0.401,0.849,0.01,-6.216,0.667,0.05,109.676,0.637,0.348
AFI,Bodies,2021,39,36.1,https://i.scdn.co/image/ab67616d0000b2739a5ec9db7f51f93c4b77dd5c,4yDfXqB2zuv6bcGYgXBUzP,English,0.024,0.482,0.812,0.07,-4.629,0.455,0.053,132.551,0.4,0.132
AFI,AFI (The Blood Album),2017,41,46.7,https://i.scdn.co/image/ab67616d0000b2737011b6bdb473ac6812859dd9,48SrarUhE6csdPsGbTAgEl,English,0.001,0.419,0.874,0.169,-3.553,0.571,0.054,142.035,0.427,0.252
AFI,Burials,2013,39,49.3,https://i.scdn.co/image/ab67616d0000b27303f13b78f29a0c70fe7a1f08,3pvmZwuBBm8Tt6NXDJkl14,English,0.004,0.432,0.897,0.002,-2.5,0.692,0.054,136.364,0.308,0.204
AFI,Crash Love (Deluxe),2009,44,60.2,https://i.scdn.co/image/ab67616d0000b273f1545f1b38e8499b2564b52b,3bvsBOFhdRGsvEwIdRoWZz,English,0.007,0.382,0.843,0.019,-4.913,0.75,0.066,142.391,0.447,0.182
AFI,Crash Love,2009,41,43.2,https://i.scdn.co/image/ab67616d0000b273352ec6f72eb0fe1fa8d2a491,0Y84KHrmhbX9IlDI64dC6I,English,0.0,0.376,0.897,0.025,-4.499,0.833,0.073,149.093,0.453,0.207
AFI,DECEMBERUNDERGROUND,2006,66,44.7,https://i.scdn.co/image/ab67616d0000b2736c050d183c1fff7158c7bcd3,1XcA7EEpVRg3FpVbhWu9JV,English,0.014,0.452,0.842,0.003,-5.37,0.167,0.057,130.349,0.395,0.178
AFI,AFI,2004,43,38.5,https://i.scdn.co/image/ab67616d0000b27311512f2a3e39128c81637578,1eK4nhdVZTpIzibRw7qWiw,English,0.007,0.389,0.952,0.036,-3.92,0.267,0.108,139.67,0.511,0.178
AFI,Sing The Sorrow,2003,59,55.3,https://i.scdn.co/image/ab67616d0000b2739e57b6a85a91b3d08d20cc3a,1eIzVBHA5NvX0wo2nLACew,English,0.09,0.41,0.768,0.009,-5.85,0.077,0.051,121.578,0.368,0.187
AFI,The Art Of Drowning,2000,50,48.7,https://i.scdn.co/image/ab67616d0000b27346891f5d332e25cc9962fbdc,3x1951P584xqRUW7KdLs6A,English,0.074,0.325,0.843,0.131,-5.303,0.429,0.1,153.045,0.395,0.213
AFI,Black Sails In The Sunset,1999,42,46.2,https://i.scdn.co/image/ab67616d0000b27393a48312bf4d6791ac4156b0,05vHKNdCinN1q1emA34zNY,English,0.002,0.343,0.883,0.009,-5.85,0.583,0.113,132.653,0.362,0.274
AFI,Shut Your Mouth And Open Your Eyes,1997,41,28.6,https://i.scdn.co/image/ab67616d0000b27334b3b7237a7ba4ccfe9aeedc,29vCfkN4H8HTljOKC2aKgB,English,0.001,0.369,0.965,0.452,-5.185,0.429,0.13,152.826,0.501,0.186
AFI,Very Proud of Ya,1996,41,38.0,https://i.scdn.co/image/ab67616d0000b2732872b3e451dacb20dec05346,4dYattOOIsbTMixAt7eZ0a,English,0.004,0.397,0.968,0.042,-6.151,0.6,0.098,156.819,0.654,0.176
AFI,Answer That And Stay Fashionable,1995,38,41.5,https://i.scdn.co/image/ab67616d0000b273c9ae8e5d6814b87384bb6952,0KqMA5Ul8nyvSXoj5BC8BR,English,0.02,0.396,0.917,0.005,-3.447,0.667,0.154,158.453,0.552,0.19
a-ha,True North,2022,43,52.4,https://i.scdn.co/image/ab67616d0000b273bcca3b0b137aca922fe61d8d,3MuGWFVVanDiYmWyh2hz5T,English,0.314,0.451,0.63,0.037,-7.372,0.667,0.032,104.561,0.281,0.159
a-ha,"Minor Earth, Major Sky (Deluxe Edition)",2019,39,153.8,https://i.scdn.co/image/ab67616d0000b273e068bc6fb9cd88446cf1b154,2aHH87T7YudCAyUieyIAow,English,0.1,0.528,0.651,0.073,-7.961,0.485,0.031,113.94,0.415,0.272
a-ha,Lifelines (Deluxe Edition),2019,38,156.0,https://i.scdn.co/image/ab67616d0000b273e8d92ea89097d8462b9eaff8,4e35MgyrUCbN3eyJ8h1PVP,English,0.096,0.521,0.623,0.026,-8.458,0.757,0.029,117.635,0.454,0.155
a-ha,Cast In Steel,2015,43,74.0,https://i.scdn.co/image/ab67616d0000b273ba05781b500615f0623bc164,1qN7aCOMxF4dZzfMwP0zGM,English,0.151,0.528,0.709,0.012,-6.164,0.667,0.032,115.237,0.419,0.151
a-ha,Foot Of The Mountain,2009,43,40.7,https://i.scdn.co/image/ab67616d0000b273c7e6284cbcd932d6b90c8c9b,6N4dIMMwLSrYsyXkmdy1NN,English,0.134,0.547,0.734,0.13,-5.842,0.6,0.029,123.997,0.447,0.196
a-ha,Memorial Beach,1993,35,49.6,https://i.scdn.co/image/ab67616d0000b2738db0eaef294137a724734dd8,3O1ZnhNWYs7m653l8Gh7s6,English,0.151,0.586,0.615,0.078,-11.4,0.4,0.03,99.6,0.544,0.119
a-ha,"East of the Sun, West of the Moon (Deluxe Edition)",1990,36,124.8,https://i.scdn.co/image/ab67616d0000b2738f06acbdda9c202ca4ae2ce3,5naouZaDELjO6AinOzwWzu,English,0.27,0.51,0.551,0.033,-8.67,0.655,0.03,108.28,0.351,0.176
a-ha,"East of the Sun, West of the Moon",1990,56,45.8,https://i.scdn.co/image/ab67616d0000b27386cb1a2cbf7441898ac70501,21F9tlwzdMLinAy1DIrtqw,English,0.392,0.514,0.453,0.026,-13.673,0.545,0.033,117.919,0.402,0.174
a-ha,Stay on These Roads (Deluxe Edition),1988,37,149.1,https://i.scdn.co/image/ab67616d0000b2737fcde063158bf0c39b46eeb2,62MkfX3FfRbLW8BTmqyET2,English,0.152,0.6,0.62,0.117,-8.579,0.543,0.041,122.644,0.514,0.145
a-ha,Stay on These Roads,1988,60,43.7,https://i.scdn.co/image/ab67616d0000b27310816799318a67035593e8df,6lka22PtQOmCt5ri8GPSZm,English,0.089,0.581,0.498,0.103,-13.67,0.6,0.033,122.682,0.538,0.129
a-ha,Scoundrel Days (Deluxe Edition),1986,52,154.0,https://i.scdn.co/image/ab67616d0000b2739126fb3b1b0c4ec47ab659b5,0Or3lqjBWQAfmyigntPSL6,English,0.17,0.596,0.684,0.101,-8.244,0.543,0.037,121.956,0.441,0.253
a-ha,Scoundrel Days,1986,48,39.1,https://i.scdn.co/image/ab67616d0000b273fa44cf1fb96bdc5e6db5e3ad,5TSfChlbtHnkQdbiVfy48F,English,0.139,0.572,0.574,0.1,-14.121,0.5,0.036,136.776,0.486,0.186
a-ha,Hunting High and Low (Deluxe Edition),1985,45,154.2,https://i.scdn.co/image/ab67616d0000b2733a36dd2f63dfb1c73b483008,5CpGnl4MhdAMDqPQadQrWj,English,0.13,0.632,0.66,0.034,-8.616,0.585,0.039,131.113,0.569,0.172
a-ha,Hunting High and Low (30th Anniversary Edition),1985,41,194.7,https://i.scdn.co/image/ab67616d0000b273bef9f4a09cbd907776bb6438,7LLf0Oc2dNJ3MsJ3TfUIz4,English,0.122,0.633,0.68,0.071,-8.443,0.6,0.041,129.615,0.547,0.161
a-ha,Hunting High and Low,1985,79,37.2,https://i.scdn.co/image/ab67616d0000b273e8dd4db47e7177c63b0b7d53,1ER3B6zev5JEAaqhnyyfbf,English,0.102,0.57,0.613,0.009,-13.116,0.4,0.041,117.576,0.613,0.118
Aitana,La Última (Banda Sonora Original),2022,58,44.4,https://i.scdn.co/image/ab67616d0000b273fece3e9021a629a3171ba1df,2K8Jw6BgO5befV6LSdYXur,English,0.502,0.688,0.577,0.0,-5.447,1.0,0.056,137.641,0.528,0.202
Aitana,11 RAZONES,2020,64,34.2,https://i.scdn.co/image/ab67616d0000b27355e92f2e43daa029f60fd4e6,0e1CKKCDX94OvUk79Zlr9D,English,0.065,0.565,0.768,0.0,-3.798,1.0,0.057,124.931,0.505,0.148
Aitana,Spoiler,2019,62,43.5,https://i.scdn.co/image/ab67616d0000b273feb133e8e0869d27849e91b5,0UMkp3B0Dqf3t0HkLmoX0j,English,0.258,0.671,0.6,0.001,-5.722,0.571,0.13,122.975,0.536,0.165
Aitana,Sus Canciones (Operación Triunfo 2017),2018,47,50.0,https://i.scdn.co/image/ab67616d0000b273eef23c1bf7b77fbfdeb5adf8,3zpnroZbKfkLpCdOoeQAN6,English,0.386,0.637,0.63,0.0,-5.702,0.579,0.067,114.571,0.588,0.154
AJR,OK ORCHESTRA,2021,70,45.8,https://i.scdn.co/image/ab67616d0000b273fc9511f26808c1eee73b414d,1y2AzG31F4CuCKQ1rpIzaI,English,0.163,0.607,0.539,0.0,-7.979,0.769,0.063,122.432,0.504,0.166
AJR,Neotheater,2019,63,44.5,https://i.scdn.co/image/ab67616d0000b273cdf236ee1894e159ae80bf3e,02tIakRsIFGW8sO4pBtJgj,English,0.196,0.536,0.54,0.0,-7.068,0.917,0.078,112.457,0.437,0.176
AJR,The Click (Deluxe Edition),2018,61,61.0,https://i.scdn.co/image/ab67616d0000b27335a22744330810f0cca97210,51iPchT1rPmDNT5FYGoPn5,English,0.263,0.599,0.573,0.0,-5.314,0.706,0.07,112.074,0.539,0.222
AJR,The Click,2017,65,48.1,https://i.scdn.co/image/ab67616d0000b2736227bea855e8e32fe0c4e81f,2LyLlHg03okxUU3UVrKtSC,English,0.185,0.59,0.612,0.0,-4.842,0.769,0.072,109.629,0.558,0.226
AJR,Living Room,2013,57,46.1,https://i.scdn.co/image/ab67616d0000b27395eec6ae5296cef982817889,68ZGCwTDtJGbC3E3gL6d48,English,0.133,0.549,0.746,0.032,-5.128,0.692,0.088,114.705,0.47,0.172
Alan Walker,Walkerverse Pt. I & II,2022,67,26.7,https://i.scdn.co/image/ab67616d0000b273a152de6438e748b4c0cddff7,6kbiBMllsbGVYMAy8YJKs9,English,0.054,0.603,0.686,0.063,-5.946,0.3,0.05,136.218,0.344,0.179
Alan Walker,World Of Walker,2021,78,38.1,https://i.scdn.co/image/ab67616d0000b273df9a35baaa98675256b35177,3KrkQ77DF9OUB0aOzKFYOF,English,0.207,0.567,0.667,0.19,-6.5,0.4,0.052,124.168,0.28,0.171
Alan Walker,Different World,2018,79,43.0,https://i.scdn.co/image/ab67616d0000b273a108e07c661f9fc54de9c43a,3nzuGtN3nXARvvecier4K0,English,0.259,0.519,0.586,0.181,-7.402,0.667,0.063,129.51,0.278,0.183
Alanis Morissette,the storm before the calm,2022,34,106.6,https://i.scdn.co/image/ab67616d0000b273259965fc1da4b3d9fb768cb7,5mXNbzv8w9yL7yT4fcls2r,English,0.821,0.223,0.211,0.888,-23.054,0.727,0.042,95.317,0.091,0.105
Alanis Morissette,Such Pretty Forks in the Road,2020,45,46.0,https://i.scdn.co/image/ab67616d0000b27362393daf8267122090437e86,2eOvsabOLLh9ibyANQiFFM,English,0.369,0.402,0.588,0.0,-6.969,0.727,0.035,112.368,0.232,0.133
Alanis Morissette,Jagged Little Pill (Collector's Edition),2015,47,221.6,https://i.scdn.co/image/ab67616d0000b273572eeb58e8ee977b3658b67f,0VrE5rgQmrasa6Kg7GKqKE,English,0.248,0.45,0.63,0.0,-7.696,0.75,0.062,110.817,0.343,0.331
Alanis Morissette,Havoc and Bright Lights,2012,32,52.5,https://i.scdn.co/image/ab67616d0000b273dc6bc772f1831060fd9ecc54,5hKsGSw9grnbtGDpLqOi0X,English,0.038,0.452,0.725,0.01,-6.809,0.75,0.038,124.274,0.345,0.195
Alanis Morissette,Flavors of Entanglement (Deluxe),2008,40,70.2,https://i.scdn.co/image/ab67616d0000b273b995c8ed99a8545694bfae7d,57Zu3ZX6r9BpXkwY8xGixy,English,0.2,0.52,0.629,0.004,-7.366,0.75,0.04,123.006,0.364,0.183
Alanis Morissette,Jagged Little Pill (Acoustic),2005,49,57.5,https://i.scdn.co/image/ab67616d0000b273f406e7a50e02405577ecd8c5,0qsuMHaweGJqyC3zIAjo9N,English,0.19,0.509,0.589,0.0,-8.062,0.692,0.051,124.551,0.378,0.144
Alanis Morissette,So-Called Chaos,2004,40,40.9,https://i.scdn.co/image/ab67616d0000b2734dc8dc04addcaddb34d149d9,0pJMGs3JuoShQbDnz1kTb1,English,0.116,0.467,0.817,0.0,-5.635,0.9,0.046,127.169,0.481,0.132
Alanis Morissette,Feast On Scraps,2003,41,40.8,https://i.scdn.co/image/ab67616d0000b273e14a4f81687bf8c1e11c8104,2K172NsOHoTTIRfL4MICvC,English,0.162,0.49,0.702,0.0,-7.12,0.889,0.046,129.766,0.405,0.175
Alanis Morissette,Under Rug Swept,2002,53,50.4,https://i.scdn.co/image/ab67616d0000b273d78336d6cea76829a83069f9,0kKfmdca8GY7bDWFWtY801,English,0.096,0.543,0.77,0.0,-6.361,0.818,0.046,105.545,0.519,0.196
Alanis Morissette,Supposed Former Infatuation Junkie,1998,59,71.8,https://i.scdn.co/image/ab67616d0000b273c694da863eeeae3149c5c590,2QXT4rGSfqjqfgpZ059yKp,English,0.258,0.533,0.618,0.002,-8.755,0.588,0.045,113.143,0.427,0.127
Alanis Morissette,Jagged Little Pill (2015 Remaster),1995,72,57.5,https://i.scdn.co/image/ab67616d0000b273242e643ea07118ecf677a6ef,5Ap3F8CxjjsQKZGASDcHNA,English,0.182,0.491,0.68,0.0,-7.745,0.692,0.086,111.595,0.362,0.173
Alessia Cara,In The Meantime,2021,57,54.5,https://i.scdn.co/image/ab67616d0000b2735c8107a0ea1cf00bbbd97807,5reEg9or7xqpXy6XLVIoTE,English,0.338,0.666,0.557,0.0,-7.63,0.667,0.145,112.576,0.616,0.15
Alessia Cara,This Summer: Live Off The Floor,2020,37,29.9,https://i.scdn.co/image/ab67616d0000b27385c7af5b879dc405b14856f3,5f4wj5QGE753r1IcZbiKS3,English,0.661,0.549,0.293,0.001,-11.838,0.5,0.07,135.776,0.503,0.173
Alessia Cara,The Pains Of Growing,2018,64,45.9,https://i.scdn.co/image/ab67616d0000b273b593a2e04c6b050838dca7e8,0LzVdypBGpn6dGuHqVGwwt,English,0.423,0.549,0.504,0.0,-7.132,0.6,0.172,123.704,0.458,0.204
Alessia Cara,Know-It-All (Deluxe),2016,69,54.7,https://i.scdn.co/image/ab67616d0000b2730a48794d471447a030998815,2AGNF8r2y8HL85yVk2bwmS,English,0.307,0.507,0.63,0.0,-5.225,0.6,0.137,113.012,0.482,0.232
Alessia Cara,Know-It-All,2015,73,35.5,https://i.scdn.co/image/ab67616d0000b273d7ef1ffbd2a5821152f35ce1,7HnbhIDKXIBhMR4EPGuMgu,English,0.168,0.545,0.691,0.0,-5.066,0.6,0.131,103.612,0.425,0.242
Ali Gatie,WHO HURT YOU? (Deluxe),2022,45,68.4,https://i.scdn.co/image/ab67616d0000b2737c33388c61407235344a660e,0Y5fofxLKT5mqVsprWjbn5,English,0.392,0.69,0.512,0.0,-7.617,0.696,0.05,114.576,0.37,0.151
Ali Gatie,WHO HURT YOU?,2022,52,51.8,https://i.scdn.co/image/ab67616d0000b27320bdfdd161bffda958e35523,5KOqAAM9SMO0LLbT5apaur,English,0.408,0.675,0.492,0.0,-7.552,0.824,0.052,117.25,0.365,0.149
Ali Gatie,The Idea Of Her,2021,62,31.1,https://i.scdn.co/image/ab67616d0000b2732a0e84f7f86349253277349b,5SBdHir3OHo2WZN0F3Pnbr,English,0.365,0.674,0.468,0.0,-8.069,0.6,0.043,111.491,0.293,0.142
Ali Gatie,YOU,2019,71,26.0,https://i.scdn.co/image/ab67616d0000b27350a744f0ef5c3e260d9de720,63Kr9mdWxT7mB2AKgf4rCa,English,0.486,0.636,0.508,0.0,-7.497,0.556,0.037,119.031,0.345,0.164
Alicia Keys,KEYS II,2022,48,108.5,https://i.scdn.co/image/ab67616d0000b2735583107bb65c5c1b634bbb26,4z4IDBBvwAl3SyUOorj5M0,English,0.495,0.53,0.543,0.055,-7.318,0.467,0.08,110.412,0.301,0.156
Alicia Keys,KEYS,2021,46,93.6,https://i.scdn.co/image/ab67616d0000b273cb52bc31e0316a852aeabb58,76vpmS3ZCGm4hN8QtbnedX,English,0.545,0.538,0.53,0.064,-7.404,0.462,0.078,112.458,0.298,0.164
Alicia Keys,ALICIA,2020,62,66.8,https://i.scdn.co/image/ab67616d0000b273844c2527b8254266a3d8d300,1168pCxg0HeTRqyutFf4o1,English,0.475,0.571,0.489,0.001,-6.92,0.5,0.076,97.168,0.425,0.137
Alicia Keys,HERE,2016,35,46.1,https://i.scdn.co/image/ab67616d0000b273af84f8552b6e00cc15a53fa1,66RQAPD5x5nQgQzOa0X3sz,English,0.375,0.598,0.517,0.002,-9.404,0.375,0.322,102.933,0.55,0.25
Alicia Keys,Girl On Fire,2012,55,53.2,https://i.scdn.co/image/ab67616d0000b2739f76cf235d4b3c3403cbbf5b,3qqhNVbjLFNdLviBFrFwCa,English,0.481,0.509,0.508,0.073,-9.228,0.615,0.124,122.975,0.36,0.144
Alicia Keys,The Element Of Freedom,2009,68,53.0,https://i.scdn.co/image/ab67616d0000b273fe6a98e875958c7d7080584e,0Rxab8t0y7GlaTJTHX2wEN,English,0.361,0.535,0.496,0.026,-9.685,0.714,0.08,118.381,0.352,0.14
Alicia Keys,As I Am (Expanded Edition),2007,67,68.2,https://i.scdn.co/image/ab67616d0000b273ae33b6bc69fe5405f6884b7e,6KlxyxhXEDo1LdheFulN7h,English,0.26,0.513,0.588,0.054,-7.913,0.647,0.072,118.51,0.359,0.189
Alicia Keys,The Diary Of Alicia Keys (Expanded Edition),2003,39,62.8,https://i.scdn.co/image/ab67616d0000b273b4ab0772bc834d7f9cb772f4,2U1Z2tzNEdQpw48QmgmPzB,English,0.327,0.596,0.601,0.028,-8.385,0.5,0.126,114.499,0.518,0.193
Alicia Keys,The Diary Of Alicia Keys,2003,74,57.9,https://i.scdn.co/image/ab67616d0000b27356ff19308ebeb48e2ba6094b,6TqRKHLjDu5QZuC8u5Woij,English,0.345,0.614,0.584,0.039,-8.471,0.467,0.109,113.371,0.503,0.189
Alicia Keys,Songs In A Minor (Deluxe Edition),2001,39,112.9,https://i.scdn.co/image/ab67616d0000b2736aa7b6a7e58fb344a6485017,11z4Njr53X88x2ldtS92Ub,English,0.374,0.536,0.559,0.034,-8.216,0.3,0.081,118.622,0.442,0.237
All Time Low,Tell Me I'm Alive,2023,63,41.0,https://i.scdn.co/image/ab67616d0000b27351c5a0490ea847ecb7b8b164,0gPGmJSxuqrpvXiWdOLcRh,English,0.008,0.534,0.826,0.0,-3.439,0.769,0.058,119.152,0.601,0.146
All Time Low,"Wake Up, Sunshine",2020,64,46.2,https://i.scdn.co/image/ab67616d0000b27328c24b54e9149cab239ac1cd,1kwAv74rVTTGMpawGsXtiE,English,0.057,0.562,0.86,0.0,-4.099,0.8,0.059,116.609,0.683,0.238
All Time Low,Last Young Renegade,2017,53,36.5,https://i.scdn.co/image/ab67616d0000b273634ebb5b4796e92c00da986f,0gpNGTVNivS2wB32tzV3OH,English,0.016,0.548,0.795,0.0,-5.816,0.7,0.042,125.179,0.365,0.19
All Time Low,Future Hearts,2015,58,45.6,https://i.scdn.co/image/ab67616d0000b273bccd6097f2df7d61d12b1e56,712X8QUI6uWg1JxHmz0l4I,English,0.016,0.459,0.919,0.0,-4.277,0.769,0.092,138.23,0.541,0.168
All Time Low,Don't Panic: It's Longer Now!,2013,53,69.4,https://i.scdn.co/image/ab67616d0000b273dab5523b4d23634dccce5105,7b3JowMC8FK0nToMlD4H1d,English,0.029,0.49,0.874,0.0,-4.224,0.7,0.079,151.577,0.543,0.178
All Time Low,Don't Panic,2012,54,41.0,https://i.scdn.co/image/ab67616d0000b273662abf7dde1332e19c2634da,78ZshSpqcIXyrYBJGgiPK0,English,0.0,0.453,0.98,0.0,-3.371,0.75,0.093,155.927,0.544,0.211
All Time Low,Dirty Work,2011,47,54.5,https://i.scdn.co/image/ab67616d0000b273e0e509c527634f4d67755f28,2LJKiBomrpmLQhCZmNLrP8,English,0.017,0.524,0.927,0.0,-3.199,0.688,0.071,137.022,0.621,0.185
All Time Low,Nothing Personal (Deluxe Version),2009,62,48.3,https://i.scdn.co/image/ab67616d0000b27324889965c2b453cbd439a7f6,7tY7NcC2gKTxXsTJM6zK5I,English,0.015,0.48,0.898,0.0,-3.812,0.857,0.087,139.608,0.503,0.211
All Time Low,Nothing Personal,2009,38,41.1,https://i.scdn.co/image/ab67616d0000b273cefc29967c94ccf00b6461dc,7ufJgawTxrrgurKO1PZps6,English,0.018,0.479,0.899,0.0,-3.734,0.917,0.07,136.622,0.525,0.218
All Time Low,"So Wrong, It's Right (Deluxe Version)",2008,40,57.3,https://i.scdn.co/image/ab67616d0000b2739c62ae1d6785b06c58f32bba,1AFqm29Q9IdjXcnZVCGrDj,English,0.099,0.443,0.788,0.0,-4.132,0.941,0.065,152.374,0.545,0.169
All Time Low,Put Up or Shut Up (Deluxe Version),2008,38,30.9,https://i.scdn.co/image/ab67616d0000b2737c38c924cbfe71e29432b5ca,3xuCwUsfeMX6roY0s9SSmJ,English,0.079,0.392,0.813,0.0,-6.68,1.0,0.08,145.919,0.407,0.19
All Time Low,"So Wrong, It's Right",2007,69,40.3,https://i.scdn.co/image/ab67616d0000b273c8913cd7b91bb7f6bbbec305,0H4ELcHequ3OligrjWfrZP,English,0.018,0.411,0.904,0.0,-2.911,0.917,0.077,168.399,0.52,0.177
alt-J,The Dream (Deluxe),2022,32,70.0,https://i.scdn.co/image/ab67616d0000b273290d21824d0f4dfe40c04144,58LG7c1GqHKIDtGH1dsDLd,English,0.319,0.54,0.506,0.195,-10.497,0.882,0.047,124.449,0.33,0.175
alt-J,The Dream,2022,52,49.5,https://i.scdn.co/image/ab67616d0000b273c44ea63878762e1f3791a551,5ogYKSRRlVAgMzv09HFeIn,English,0.424,0.517,0.418,0.162,-11.977,0.833,0.044,128.07,0.295,0.17
alt-J,Reduxer,2018,39,43.1,https://i.scdn.co/image/ab67616d0000b27368d8d13680fd9d4cc911f321,6bP7oaO2CxYqVeTYmWkHjx,English,0.292,0.663,0.534,0.037,-9.462,0.636,0.102,112.436,0.334,0.28
alt-J,RELAXER,2017,51,39.0,https://i.scdn.co/image/ab67616d0000b2732ffd65ffee0b083f0d203638,3uHMSQ1cC1fFAi4WMnelQP,English,0.549,0.467,0.399,0.357,-12.558,0.625,0.042,124.763,0.247,0.173
alt-J,This Is All Yours,2014,64,55.6,https://i.scdn.co/image/ab67616d0000b27311b3df35e2e46d91f585afd9,4oktVvRuO1In9B7Hz0xm0a,English,0.661,0.493,0.384,0.229,-12.742,0.643,0.044,118.507,0.208,0.129
alt-J,An Awesome Wave,2012,68,43.9,https://i.scdn.co/image/ab67616d0000b273028c3bb4b81ee71dd73d1596,6k3vC8nep1BfqAIJ81L6OL,English,0.637,0.551,0.449,0.278,-12.523,0.857,0.067,131.434,0.281,0.144
Aminé,TWOPOINTFIVE,2021,59,26.5,https://i.scdn.co/image/ab67616d0000b273ca74198e1f4ef261bf418029,0KkHzH0uia9zwPbrCbS6NY,English,0.234,0.805,0.552,0.009,-6.735,0.5,0.13,113.267,0.631,0.205
Aminé,Limbo (Deluxe),2020,46,61.4,https://i.scdn.co/image/ab67616d0000b273a19bf1be136d24f799f10c14,7v9X4S8SFPAgbhCQOM6RuR,English,0.253,0.665,0.65,0.0,-6.071,0.429,0.21,130.827,0.597,0.171
Aminé,Limbo,2020,59,44.1,https://i.scdn.co/image/ab67616d0000b273ea9bbdf9f1433e68c7dffbad,6a8GwYiEMrXgMvZBvuBXrt,English,0.275,0.619,0.678,0.0,-5.816,0.429,0.217,123.173,0.589,0.209
Aminé,ONEPOINTFIVE,2018,68,34.9,https://i.scdn.co/image/ab67616d0000b273a52fb68f00620e45ed7467c5,4mwO9qIVmngSe7yR5Ios0I,English,0.234,0.755,0.488,0.001,-7.925,0.769,0.27,113.75,0.606,0.169
Aminé,Good For You,2017,67,52.5,https://i.scdn.co/image/ab67616d0000b27360282020360f5048976275aa,3lajefIuUk4SfzqVBSJy8p,English,0.366,0.722,0.467,0.0,-7.839,0.4,0.25,115.829,0.606,0.205
Amy Winehouse,Lioness: Hidden Treasures,2011,65,45.3,https://i.scdn.co/image/ab67616d0000b2734c896e873306c17847c254e9,4xdRjOhY9NHmMpI7U3e2c3,English,0.309,0.563,0.624,0.0,-6.311,0.417,0.046,109.744,0.442,0.196
